over,ball,current_score,wickets,balls_remaining,runs_last_5_overs,final_score
0,1,1,0,119,1,104
0,2,1,0,118,1,104
0,3,2,0,117,2,104
0,4,6,0,116,6,104
0,5,6,0,115,6,104
0,6,6,0,114,6,104
0,7,7,0,113,7,104
1,1,7,0,112,7,104
1,2,11,0,111,11,104
1,3,12,0,110,12,104
1,4,12,0,109,12,104
1,5,12,0,108,12,104
1,6,12,0,107,12,104
2,1,12,0,106,12,104
2,2,13,0,105,13,104
2,3,17,0,104,17,104
2,4,18,0,103,18,104
2,5,18,0,102,18,104
2,6,18,0,101,18,104
3,1,18,0,100,18,104
3,2,19,0,99,19,104
3,3,20,0,98,20,104
3,4,24,0,97,24,104
3,5,24,0,96,24,104
3,6,28,0,95,28,104
4,1,28,0,94,28,104
4,2,28,0,93,28,104
4,3,28,0,92,28,104
4,4,28,0,91,28,104
4,5,32,0,90,32,104
4,6,32,0,89,31,104
5,1,33,0,88,32,104
5,2,34,0,87,32,104
5,3,34,0,86,28,104
5,4,34,0,85,28,104
5,5,40,0,84,34,104
5,6,40,0,83,33,104
6,1,40,0,82,33,104
6,2,41,0,81,30,104
6,3,43,0,80,31,104
6,4,43,0,79,31,104
6,5,43,0,78,31,104
6,6,43,0,77,31,104
7,1,43,0,76,31,104
7,2,44,0,75,31,104
7,3,44,0,74,27,104
7,4,45,0,73,27,104
7,5,49,0,72,31,104
7,6,49,0,71,31,104
8,1,50,0,70,32,104
8,2,51,0,69,32,104
8,3,51,0,68,31,104
8,4,51,0,67,27,104
8,5,51,0,66,27,104
8,6,52,0,65,24,104
9,1,53,0,64,25,104
9,2,54,0,63,26,104
9,3,54,0,62,26,104
9,4,54,0,61,26,104
9,5,55,0,60,23,104
9,6,55,0,59,23,104
10,1,55,0,58,22,104
10,2,56,0,57,22,104
10,3,57,0,56,23,104
10,4,57,0,55,23,104
10,5,58,0,54,18,104
10,6,62,0,53,22,104
10,7,63,0,52,23,104
11,1,65,0,51,24,104
11,2,65,0,50,22,104
11,3,65,0,49,22,104
11,4,65,0,48,22,104
11,5,67,0,47,24,104
11,6,67,0,46,24,104
12,1,68,0,45,24,104
12,2,69,0,44,25,104
12,3,69,0,43,24,104
12,4,70,0,42,21,104
12,5,70,0,41,21,104
12,6,70,0,40,20,104
12,7,71,0,39,20,104
13,1,71,0,38,20,104
13,2,72,0,37,21,104
13,3,73,0,36,22,104
13,4,73,0,35,21,104
13,5,74,0,34,21,104
13,6,76,0,33,22,104
13,7,77,0,32,23,104
13,8,77,0,31,23,104
14,1,78,0,30,23,104
14,2,78,0,29,23,104
14,3,78,0,28,23,104
14,4,79,0,27,23,104
14,5,79,0,26,22,104
14,6,79,0,25,22,104
15,1,80,0,24,22,104
15,2,80,0,23,18,104
15,3,81,0,22,18,104
15,4,83,0,21,18,104
15,5,83,0,20,18,104
15,6,84,0,19,19,104
16,1,85,0,18,20,104
16,2,85,0,17,18,104
16,3,85,0,16,18,104
16,4,85,0,15,17,104
16,5,86,0,14,17,104
16,6,87,0,13,18,104
17,1,87,0,12,17,104
17,2,89,0,11,19,104
17,3,91,0,10,21,104
17,4,92,0,9,21,104
17,5,92,0,8,21,104
17,6,92,0,7,20,104
18,1,93,0,6,20,104
18,2,94,0,5,21,104
18,3,94,0,4,20,104
18,4,95,0,3,19,104
18,5,95,0,2,18,104
18,6,96,0,1,19,104
18,7,96,0,0,18,104
19,1,96,0,-1,18,104
19,2,100,0,-2,22,104
19,3,101,0,-3,22,104
19,4,102,0,-4,23,104
19,5,103,0,-5,24,104
19,6,104,0,-6,24,104
0,1,1,0,119,1,166
0,2,5,0,118,5,166
0,3,6,0,117,6,166
0,4,8,0,116,8,166
0,5,8,0,115,8,166
0,6,8,0,114,8,166
1,1,8,0,113,8,166
1,2,8,0,112,8,166
1,3,8,0,111,8,166
1,4,12,0,110,12,166
1,5,13,0,109,13,166
1,6,13,0,108,13,166
2,1,14,0,107,14,166
2,2,14,0,106,14,166
2,3,14,0,105,14,166
2,4,15,0,104,15,166
2,5,15,0,103,15,166
2,6,21,0,102,21,166
3,1,21,0,101,21,166
3,2,22,0,100,22,166
3,3,22,0,99,22,166
3,4,23,0,98,23,166
3,5,23,0,97,23,166
3,6,24,0,96,24,166
3,7,24,0,95,24,166
4,1,25,0,94,25,166
4,2,26,0,93,26,166
4,3,31,0,92,31,166
4,4,31,0,91,31,166
4,5,32,0,90,32,166
4,6,36,0,89,35,166
4,7,37,0,88,32,166
4,8,38,0,87,32,166
5,1,38,0,86,30,166
5,2,42,0,85,34,166
5,3,46,0,84,38,166
5,4,46,0,83,38,166
5,5,52,0,82,44,166
5,6,53,0,81,45,166
6,1,54,0,80,42,166
6,2,54,0,79,41,166
6,3,55,0,78,42,166
6,4,55,0,77,41,166
6,5,55,0,76,41,166
6,6,56,0,75,42,166
7,1,57,0,74,42,166
7,2,57,0,73,42,166
7,3,58,0,72,37,166
7,4,59,0,71,38,166
7,5,59,0,70,37,166
7,6,60,0,69,38,166
7,7,61,0,68,38,166
8,1,62,0,67,39,166
8,2,63,0,66,39,166
8,3,64,0,65,40,166
8,4,65,0,64,40,166
8,5,66,0,63,40,166
8,6,66,0,62,35,166
8,7,67,0,61,36,166
8,8,68,0,60,36,166
9,1,68,0,59,32,166
9,2,69,0,58,32,166
9,3,70,0,57,32,166
9,4,71,0,56,33,166
9,5,72,0,55,30,166
9,6,73,0,54,27,166
10,1,74,0,53,28,166
10,2,75,0,52,23,166
10,3,76,0,51,23,166
10,4,76,0,50,22,166
10,5,77,0,49,23,166
10,6,77,0,48,22,166
11,1,83,0,47,28,166
11,2,84,0,46,29,166
11,3,85,0,45,29,166
11,4,86,0,44,29,166
11,5,87,0,43,30,166
11,6,89,0,42,31,166
12,1,90,0,41,31,166
12,2,90,0,40,31,166
12,3,91,0,39,31,166
12,4,92,0,38,31,166
12,5,93,0,37,31,166
12,6,93,0,36,30,166
13,1,94,0,35,30,166
13,2,94,0,34,29,166
13,3,94,0,33,28,166
13,4,95,0,32,29,166
13,5,95,0,31,28,166
13,6,95,0,30,27,166
14,1,95,0,29,27,166
14,2,96,0,28,27,166
14,3,97,0,27,27,166
14,4,98,0,26,27,166
14,5,99,0,25,27,166
14,6,99,0,24,26,166
15,1,99,0,23,25,166
15,2,100,0,22,25,166
15,3,101,0,21,25,166
15,4,107,0,20,31,166
15,5,107,0,19,30,166
15,6,108,0,18,31,166
16,1,110,0,17,27,166
16,2,111,0,16,27,166
16,3,112,0,15,27,166
16,4,114,0,14,28,166
16,5,115,0,13,28,166
16,6,121,0,12,32,166
17,1,121,0,11,31,166
17,2,127,0,10,37,166
17,3,131,0,9,40,166
17,4,132,0,8,40,166
17,5,133,0,7,40,166
17,6,133,0,6,40,166
18,1,134,0,5,40,166
18,2,135,0,4,41,166
18,3,141,0,3,47,166
18,4,145,0,2,50,166
18,5,151,0,1,56,166
18,6,157,0,0,62,166
19,1,157,0,-1,62,166
19,2,163,0,-2,67,166
19,3,163,0,-3,66,166
19,4,165,0,-4,67,166
19,5,165,0,-5,66,166
19,6,166,0,-6,67,166
0,1,0,0,119,0,61
0,2,1,0,118,1,61
0,3,1,0,117,1,61
0,4,2,0,116,2,61
0,5,2,0,115,2,61
0,6,2,0,114,2,61
1,1,2,0,113,2,61
1,2,2,0,112,2,61
1,3,3,0,111,3,61
1,4,4,0,110,4,61
1,5,5,0,109,5,61
1,6,6,0,108,6,61
1,7,6,0,107,6,61
2,1,10,0,106,10,61
2,2,10,0,105,10,61
2,3,10,0,104,10,61
2,4,11,0,103,11,61
2,5,12,0,102,12,61
2,6,12,0,101,12,61
3,1,12,0,100,12,61
3,2,13,0,99,13,61
3,3,13,0,98,13,61
3,4,14,0,97,14,61
3,5,14,0,96,14,61
3,6,15,0,95,15,61
4,1,15,0,94,15,61
4,2,15,0,93,15,61
4,3,16,0,92,16,61
4,4,16,0,91,16,61
4,5,16,0,90,16,61
4,6,17,0,89,17,61
5,1,17,0,88,16,61
5,2,21,0,87,20,61
5,3,21,0,86,19,61
5,4,21,0,85,19,61
5,5,22,0,84,20,61
5,6,23,0,83,21,61
6,1,24,0,82,22,61
6,2,24,0,81,21,61
6,3,25,0,80,21,61
6,4,26,0,79,21,61
6,5,27,0,78,21,61
6,6,27,0,77,21,61
7,1,27,0,76,17,61
7,2,29,0,75,19,61
7,3,30,0,74,20,61
7,4,30,0,73,19,61
7,5,30,0,72,18,61
7,6,31,0,71,19,61
8,1,32,0,70,20,61
8,2,34,0,69,21,61
8,3,35,0,68,22,61
8,4,37,0,67,23,61
8,5,37,0,66,23,61
8,6,37,0,65,22,61
9,1,38,0,64,23,61
9,2,38,0,63,23,61
9,3,42,0,62,26,61
9,4,42,0,61,26,61
9,5,43,0,60,27,61
9,6,47,0,59,30,61
10,1,47,0,58,30,61
10,2,48,0,57,27,61
10,3,50,0,56,29,61
10,4,50,0,55,29,61
10,5,51,0,54,29,61
10,6,53,0,53,30,61
11,1,54,0,52,30,61
11,2,54,0,51,30,61
11,3,58,0,50,33,61
11,4,59,0,49,33,61
11,5,60,0,48,33,61
11,6,61,0,47,34,61
0,1,0,0,119,0,83
0,2,0,0,118,0,83
0,3,0,0,117,0,83
0,4,0,0,116,0,83
0,5,1,0,115,1,83
0,6,1,0,114,1,83
1,1,2,0,113,2,83
1,2,2,0,112,2,83
1,3,2,0,111,2,83
1,4,4,0,110,4,83
1,5,5,0,109,5,83
1,6,5,0,108,5,83
1,7,5,0,107,5,83
2,1,9,0,106,9,83
2,2,10,0,105,10,83
2,3,11,0,104,11,83
2,4,12,0,103,12,83
2,5,12,0,102,12,83
2,6,14,0,101,14,83
2,7,15,0,100,15,83
3,1,15,0,99,15,83
3,2,15,0,98,15,83
3,3,15,0,97,15,83
3,4,15,0,96,15,83
3,5,15,0,95,15,83
3,6,15,0,94,15,83
4,1,15,0,93,15,83
4,2,15,0,92,15,83
4,3,15,0,91,15,83
4,4,16,0,90,16,83
4,5,16,0,89,16,83
4,6,16,0,88,16,83
5,1,17,0,87,17,83
5,2,17,0,86,17,83
5,3,17,0,85,16,83
5,4,18,0,84,17,83
5,5,19,0,83,17,83
5,6,19,0,82,17,83
6,1,19,0,81,17,83
6,2,19,0,80,15,83
6,3,20,0,79,15,83
6,4,21,0,78,16,83
6,5,21,0,77,16,83
6,6,21,0,76,12,83
7,1,22,0,75,12,83
7,2,23,0,74,12,83
7,3,24,0,73,12,83
7,4,24,0,72,12,83
7,5,25,0,71,11,83
7,6,25,0,70,10,83
8,1,26,0,69,11,83
8,2,26,0,68,11,83
8,3,27,0,67,12,83
8,4,28,0,66,13,83
8,5,29,0,65,14,83
8,6,30,0,64,15,83
8,7,34,0,63,19,83
9,1,34,0,62,19,83
9,2,34,0,61,19,83
9,3,38,0,60,22,83
9,4,40,0,59,24,83
9,5,41,0,58,25,83
9,6,42,0,57,25,83
10,1,42,0,56,25,83
10,2,42,0,55,25,83
10,3,43,0,54,25,83
10,4,44,0,53,25,83
10,5,44,0,52,25,83
10,6,44,0,51,25,83
11,1,48,0,50,29,83
11,2,49,0,49,29,83
11,3,50,0,48,29,83
11,4,50,0,47,29,83
11,5,52,0,46,31,83
11,6,52,0,45,30,83
12,1,52,0,44,29,83
12,2,53,0,43,29,83
12,3,54,0,42,30,83
12,4,55,0,41,30,83
12,5,56,0,40,31,83
12,6,57,0,39,31,83
13,1,57,0,38,31,83
13,2,58,0,37,31,83
13,3,58,0,36,30,83
13,4,58,0,35,29,83
13,5,59,0,34,29,83
13,6,59,0,33,25,83
14,1,59,0,32,25,83
14,2,59,0,31,25,83
14,3,60,0,30,22,83
14,4,61,0,29,21,83
14,5,62,0,28,21,83
14,6,62,0,27,20,83
15,1,62,0,26,20,83
15,2,62,0,25,20,83
15,3,63,0,24,20,83
15,4,63,0,23,19,83
15,5,64,0,22,20,83
15,6,65,0,21,21,83
15,7,66,0,20,18,83
15,8,66,0,19,17,83
16,1,66,0,18,16,83
16,2,67,0,17,17,83
16,3,68,0,16,16,83
16,4,68,0,15,16,83
16,5,68,0,14,16,83
16,6,69,0,13,16,83
16,7,70,0,12,16,83
17,1,71,0,11,16,83
17,2,72,0,10,16,83
17,3,76,0,9,19,83
17,4,80,0,8,23,83
17,5,82,0,7,24,83
17,6,83,0,6,25,83
0,1,1,0,119,1,130
0,2,1,0,118,1,130
0,3,3,0,117,3,130
0,4,3,0,116,3,130
0,5,3,0,115,3,130
0,6,3,0,114,3,130
1,1,3,0,113,3,130
1,2,4,0,112,4,130
1,3,5,0,111,5,130
1,4,5,0,110,5,130
1,5,5,0,109,5,130
1,6,5,0,108,5,130
2,1,5,0,107,5,130
2,2,5,0,106,5,130
2,3,7,0,105,7,130
2,4,8,0,104,8,130
2,5,8,0,103,8,130
2,6,8,0,102,8,130
3,1,10,0,101,10,130
3,2,11,0,100,11,130
3,3,11,0,99,11,130
3,4,12,0,98,12,130
3,5,12,0,97,12,130
3,6,12,0,96,12,130
4,1,13,0,95,13,130
4,2,14,0,94,14,130
4,3,14,0,93,14,130
4,4,18,0,92,18,130
4,5,18,0,91,18,130
4,6,19,0,90,19,130
5,1,20,0,89,19,130
5,2,21,0,88,20,130
5,3,21,0,87,18,130
5,4,21,0,86,18,130
5,5,25,0,85,22,130
5,6,25,0,84,22,130
6,1,26,0,83,23,130
6,2,28,0,82,24,130
6,3,29,0,81,24,130
6,4,30,0,80,25,130
6,5,31,0,79,26,130
6,6,31,0,78,26,130
6,7,32,0,77,27,130
6,8,32,0,76,27,130
7,1,36,0,75,29,130
7,2,40,0,74,32,130
7,3,41,0,73,33,130
7,4,41,0,72,33,130
7,5,42,0,71,32,130
7,6,42,0,70,31,130
8,1,42,0,69,31,130
8,2,43,0,68,31,130
8,3,44,0,67,32,130
8,4,45,0,66,33,130
8,5,47,0,65,34,130
8,6,49,0,64,35,130
9,1,50,0,63,36,130
9,2,51,0,62,33,130
9,3,51,0,61,33,130
9,4,51,0,60,32,130
9,5,52,0,59,32,130
9,6,53,0,58,32,130
10,1,57,0,57,36,130
10,2,58,0,56,37,130
10,3,59,0,55,34,130
10,4,63,0,54,38,130
10,5,63,0,53,37,130
10,6,64,0,52,36,130
11,1,68,0,51,39,130
11,2,68,0,50,38,130
11,3,68,0,49,37,130
11,4,68,0,48,37,130
11,5,68,0,47,36,130
11,6,68,0,46,36,130
12,1,69,0,45,33,130
12,2,70,0,44,30,130
12,3,70,0,43,29,130
12,4,70,0,42,29,130
12,5,71,0,41,29,130
12,6,71,0,40,29,130
12,7,72,0,39,30,130
12,8,72,0,38,29,130
13,1,73,0,37,29,130
13,2,73,0,36,28,130
13,3,74,0,35,27,130
13,4,75,0,34,26,130
13,5,76,0,33,26,130
13,6,76,0,32,25,130
13,7,77,0,31,26,130
13,8,77,0,30,26,130
14,1,77,0,29,25,130
14,2,78,0,28,25,130
14,3,79,0,27,22,130
14,4,79,0,26,21,130
14,5,80,0,25,21,130
14,6,81,0,24,18,130
15,1,81,0,23,18,130
15,2,82,0,22,18,130
15,3,83,0,21,15,130
15,4,85,0,20,17,130
15,5,87,0,19,19,130
15,6,89,0,18,21,130
15,7,90,0,17,22,130
16,1,91,0,16,23,130
16,2,91,0,15,22,130
16,3,92,0,14,22,130
16,4,93,0,13,23,130
16,5,94,0,12,24,130
16,6,97,0,11,26,130
17,1,99,0,10,28,130
17,2,101,0,9,29,130
17,3,102,0,8,30,130
17,4,103,0,7,30,130
17,5,104,0,6,31,130
17,6,105,0,5,31,130
18,1,105,0,4,30,130
18,2,106,0,3,30,130
18,3,107,0,2,31,130
18,4,108,0,1,31,130
18,5,112,0,0,35,130
18,6,112,0,-1,35,130
19,1,117,0,-2,39,130
19,2,119,0,-3,40,130
19,3,120,0,-4,41,130
19,4,120,0,-5,40,130
19,5,123,0,-6,42,130
19,6,124,0,-7,43,130
19,7,128,0,-8,46,130
19,8,129,0,-9,46,130
19,9,130,0,-10,45,130
0,1,2,0,119,2,129
0,2,2,0,118,2,129
0,3,3,0,117,3,129
0,4,4,0,116,4,129
0,5,5,0,115,5,129
0,6,6,0,114,6,129
1,1,9,0,113,9,129
1,2,10,0,112,10,129
1,3,11,0,111,11,129
1,4,12,0,110,12,129
1,5,12,0,109,12,129
1,6,14,0,108,14,129
1,7,18,0,107,18,129
1,8,19,0,106,19,129
2,1,19,0,105,19,129
2,2,19,0,104,19,129
2,3,19,0,103,19,129
2,4,21,0,102,21,129
2,5,22,0,101,22,129
2,6,22,0,100,22,129
3,1,23,0,99,23,129
3,2,23,0,98,23,129
3,3,24,0,97,24,129
3,4,24,0,96,24,129
3,5,24,0,95,24,129
3,6,25,0,94,25,129
3,7,25,0,93,25,129
4,1,25,0,92,25,129
4,2,27,0,91,27,129
4,3,28,0,90,28,129
4,4,29,0,89,27,129
4,5,29,0,88,27,129
4,6,30,0,87,27,129
4,7,32,0,86,28,129
4,8,32,0,85,27,129
5,1,33,0,84,27,129
5,2,35,0,83,26,129
5,3,37,0,82,27,129
5,4,37,0,81,26,129
5,5,39,0,80,27,129
5,6,40,0,79,28,129
5,7,40,0,78,26,129
5,8,41,0,77,23,129
6,1,42,0,76,23,129
6,2,42,0,75,23,129
6,3,43,0,74,24,129
6,4,43,0,73,24,129
6,5,44,0,72,23,129
6,6,44,0,71,22,129
6,7,44,0,70,22,129
6,8,45,0,69,22,129
7,1,47,0,68,24,129
7,2,48,0,67,24,129
7,3,49,0,66,25,129
7,4,50,0,65,26,129
7,5,51,0,64,26,129
7,6,52,0,63,27,129
8,1,53,0,62,28,129
8,2,54,0,61,27,129
8,3,54,0,60,26,129
8,4,55,0,59,26,129
8,5,56,0,58,27,129
8,6,56,0,57,26,129
8,7,57,0,56,25,129
9,1,58,0,55,26,129
9,2,59,0,54,26,129
9,3,59,0,53,24,129
9,4,63,0,52,26,129
9,5,64,0,51,27,129
9,6,65,0,50,26,129
9,7,65,0,49,25,129
10,1,65,0,48,25,129
10,2,65,0,47,24,129
10,3,67,0,46,25,129
10,4,67,0,45,25,129
10,5,69,0,44,26,129
10,6,70,0,43,27,129
11,1,70,0,42,26,129
11,2,72,0,41,28,129
11,3,74,0,40,30,129
11,4,74,0,39,29,129
11,5,74,0,38,27,129
11,6,74,0,37,26,129
12,1,75,0,36,26,129
12,2,75,0,35,25,129
12,3,76,0,34,25,129
12,4,78,0,33,26,129
12,5,79,0,32,26,129
12,6,80,0,31,26,129
13,1,81,0,30,27,129
13,2,81,0,29,26,129
13,3,81,0,28,25,129
13,4,81,0,27,25,129
13,5,83,0,26,26,129
13,6,84,0,25,26,129
14,1,85,0,24,26,129
14,2,86,0,23,27,129
14,3,87,0,22,24,129
14,4,88,0,21,24,129
14,5,88,0,20,23,129
14,6,88,0,19,23,129
14,7,88,0,18,23,129
15,1,92,0,17,27,129
15,2,93,0,16,26,129
15,3,93,0,15,26,129
15,4,95,0,14,26,129
15,5,95,0,13,25,129
15,6,95,0,12,25,129
16,1,96,0,11,24,129
16,2,97,0,10,23,129
16,3,97,0,9,23,129
16,4,98,0,8,24,129
16,5,99,0,7,25,129
16,6,100,0,6,25,129
16,7,101,0,5,26,129
16,8,103,0,4,27,129
17,1,105,0,3,27,129
17,2,106,0,2,27,129
17,3,107,0,1,27,129
17,4,108,0,0,27,129
17,5,109,0,-1,28,129
17,6,111,0,-2,30,129
18,1,112,0,-3,31,129
18,2,113,0,-4,30,129
18,3,114,0,-5,30,129
18,4,115,0,-6,30,129
18,5,117,0,-7,31,129
18,6,121,0,-8,34,129
19,1,123,0,-9,35,129
19,2,124,0,-10,36,129
19,3,126,0,-11,38,129
19,4,127,0,-12,39,129
19,5,128,0,-13,36,129
19,6,129,0,-14,36,129
0,1,0,0,119,0,137
0,2,2,0,118,2,137
0,3,2,0,117,2,137
0,4,2,0,116,2,137
0,5,3,0,115,3,137
0,6,3,0,114,3,137
0,7,5,0,113,5,137
1,1,7,0,112,7,137
1,2,7,0,111,7,137
1,3,7,0,110,7,137
1,4,9,0,109,9,137
1,5,9,0,108,9,137
1,6,9,0,107,9,137
2,1,10,0,106,10,137
2,2,10,0,105,10,137
2,3,11,0,104,11,137
2,4,11,0,103,11,137
2,5,12,0,102,12,137
2,6,13,0,101,13,137
2,7,13,0,100,13,137
3,1,13,0,99,13,137
3,2,15,0,98,15,137
3,3,19,0,97,19,137
3,4,19,0,96,19,137
3,5,19,0,95,19,137
3,6,19,0,94,19,137
4,1,20,0,93,20,137
4,2,22,0,92,22,137
4,3,22,0,91,22,137
4,4,23,0,90,23,137
4,5,24,0,89,24,137
4,6,24,0,88,22,137
4,7,25,0,87,23,137
4,8,25,0,86,23,137
4,9,25,0,85,22,137
5,1,25,0,84,22,137
5,2,26,0,83,21,137
5,3,29,0,82,22,137
5,4,33,0,81,26,137
5,5,34,0,80,27,137
5,6,34,0,79,25,137
6,1,34,0,78,25,137
6,2,34,0,77,25,137
6,3,36,0,76,26,137
6,4,36,0,75,26,137
6,5,38,0,74,27,137
6,6,38,0,73,27,137
7,1,41,0,72,29,137
7,2,41,0,71,28,137
7,3,41,0,70,28,137
7,4,42,0,69,29,137
7,5,43,0,68,28,137
7,6,47,0,67,28,137
8,1,47,0,66,28,137
8,2,49,0,65,30,137
8,3,50,0,64,31,137
8,4,54,0,63,34,137
8,5,54,0,62,32,137
8,6,55,0,61,33,137
9,1,55,0,60,32,137
9,2,57,0,59,33,137
9,3,61,0,58,37,137
9,4,63,0,57,38,137
9,5,64,0,56,39,137
9,6,65,0,55,40,137
10,1,65,0,54,40,137
10,2,66,0,53,40,137
10,3,68,0,52,39,137
10,4,69,0,51,36,137
10,5,69,0,50,35,137
10,6,73,0,49,39,137
10,7,73,0,48,39,137
10,8,74,0,47,40,137
11,1,76,0,46,40,137
11,2,78,0,45,42,137
11,3,79,0,44,41,137
11,4,79,0,43,41,137
11,5,80,0,42,39,137
11,6,81,0,41,40,137
11,7,81,0,40,40,137
11,8,81,0,39,39,137
12,1,81,0,38,38,137
12,2,81,0,37,34,137
12,3,81,0,36,34,137
12,4,81,0,35,32,137
12,5,83,0,34,33,137
12,6,83,0,33,29,137
13,1,83,0,32,29,137
13,2,84,0,31,29,137
13,3,84,0,30,29,137
13,4,84,0,29,27,137
13,5,84,0,28,23,137
13,6,86,0,27,23,137
14,1,88,0,26,24,137
14,2,88,0,25,23,137
14,3,92,0,24,27,137
14,4,92,0,23,26,137
14,5,92,0,22,24,137
14,6,94,0,21,25,137
15,1,96,0,20,27,137
15,2,97,0,19,24,137
15,3,101,0,18,28,137
15,4,102,0,17,28,137
15,5,103,0,16,27,137
15,6,104,0,15,26,137
15,7,105,0,14,26,137
15,8,106,0,13,27,137
15,9,106,0,12,26,137
16,1,107,0,11,26,137
16,2,107,0,10,26,137
16,3,108,0,9,27,137
16,4,109,0,8,28,137
16,5,109,0,7,28,137
16,6,111,0,6,30,137
16,7,111,0,5,30,137
17,1,112,0,4,29,137
17,2,116,0,3,33,137
17,3,116,0,2,33,137
17,4,117,0,1,33,137
17,5,117,0,0,33,137
17,6,118,0,-1,34,137
17,7,119,0,-2,35,137
17,8,119,0,-3,33,137
17,9,120,0,-4,32,137
17,1,121,0,-5,33,137
17,11,121,0,-6,29,137
18,1,121,0,-7,29,137
18,2,125,0,-8,33,137
18,3,127,0,-9,33,137
18,4,129,0,-10,33,137
18,5,129,0,-11,32,137
18,6,132,0,-12,31,137
19,1,133,0,-13,31,137
19,2,134,0,-14,31,137
19,3,134,0,-15,30,137
19,4,136,0,-16,31,137
19,5,136,0,-17,30,137
19,6,136,0,-18,30,137
19,7,137,0,-19,30,137
0,1,2,0,119,2,123
0,2,2,0,118,2,123
0,3,6,0,117,6,123
0,4,7,0,116,7,123
0,5,7,0,115,7,123
0,6,8,0,114,8,123
1,1,8,0,113,8,123
1,2,8,0,112,8,123
1,3,8,0,111,8,123
1,4,9,0,110,9,123
1,5,10,0,109,10,123
1,6,11,0,108,11,123
2,1,11,0,107,11,123
2,2,13,0,106,13,123
2,3,17,0,105,17,123
2,4,17,0,104,17,123
2,5,21,0,103,21,123
2,6,21,0,102,21,123
3,1,21,0,101,21,123
3,2,21,0,100,21,123
3,3,21,0,99,21,123
3,4,23,0,98,23,123
3,5,29,0,97,29,123
3,6,31,0,96,31,123
4,1,31,0,95,31,123
4,2,35,0,94,35,123
4,3,35,0,93,35,123
4,4,35,0,92,35,123
4,5,36,0,91,36,123
4,6,36,0,90,36,123
4,7,36,0,89,34,123
5,1,36,0,88,34,123
5,2,36,0,87,30,123
5,3,37,0,86,30,123
5,4,37,0,85,30,123
5,5,37,0,84,29,123
5,6,38,0,83,30,123
6,1,38,0,82,30,123
6,2,38,0,81,30,123
6,3,38,0,80,29,123
6,4,39,0,79,29,123
6,5,43,0,78,32,123
6,6,43,0,77,32,123
7,1,45,0,76,32,123
7,2,45,0,75,28,123
7,3,47,0,74,30,123
7,4,48,0,73,27,123
7,5,48,0,72,27,123
7,6,49,0,71,28,123
8,1,50,0,70,29,123
8,2,51,0,69,30,123
8,3,51,0,68,28,123
8,4,51,0,67,22,123
8,5,51,0,66,20,123
8,6,51,0,65,20,123
9,1,52,0,64,17,123
9,2,53,0,63,18,123
9,3,54,0,62,19,123
9,4,54,0,61,18,123
9,5,56,0,60,20,123
9,6,56,0,59,20,123
10,1,57,0,58,21,123
10,2,63,0,57,27,123
10,3,63,0,56,26,123
10,4,63,0,55,26,123
10,5,65,0,54,28,123
10,6,65,0,53,27,123
11,1,65,0,52,27,123
11,2,66,0,51,28,123
11,3,68,0,50,30,123
11,4,68,0,49,29,123
11,5,68,0,48,25,123
11,6,69,0,47,26,123
12,1,69,0,46,24,123
12,2,70,0,45,25,123
12,3,71,0,44,24,123
12,4,72,0,43,24,123
12,5,73,0,42,25,123
12,6,74,0,41,25,123
13,1,74,0,40,24,123
13,2,76,0,39,25,123
13,3,76,0,38,25,123
13,4,77,0,37,26,123
13,5,77,0,36,26,123
13,6,78,0,35,27,123
14,1,79,0,34,27,123
14,2,80,0,33,27,123
14,3,80,0,32,26,123
14,4,81,0,31,27,123
14,5,82,0,30,26,123
14,6,83,0,29,27,123
15,1,83,0,28,26,123
15,2,84,0,27,21,123
15,3,88,0,26,25,123
15,4,89,0,25,26,123
15,5,90,0,24,25,123
15,6,96,0,23,31,123
16,1,102,0,22,37,123
16,2,104,0,21,38,123
16,3,105,0,20,37,123
16,4,105,0,19,37,123
16,5,108,0,18,40,123
16,6,109,0,17,40,123
17,1,109,0,16,40,123
17,2,110,0,15,40,123
17,3,110,0,14,39,123
17,4,111,0,13,39,123
17,5,112,0,12,39,123
17,6,112,0,11,38,123
18,1,114,0,10,40,123
18,2,114,0,9,38,123
18,3,114,0,8,38,123
18,4,115,0,7,38,123
18,5,117,0,6,40,123
18,6,117,0,5,39,123
19,1,118,0,4,39,123
19,2,119,0,3,39,123
19,3,120,0,2,40,123
19,4,121,0,1,40,123
19,5,121,0,0,39,123
19,6,122,0,-1,39,123
19,7,123,0,-2,40,123
0,1,0,0,119,0,105
0,2,0,0,118,0,105
0,3,0,0,117,0,105
0,4,0,0,116,0,105
0,5,1,0,115,1,105
0,6,1,0,114,1,105
1,1,5,0,113,5,105
1,2,9,0,112,9,105
1,3,9,0,111,9,105
1,4,9,0,110,9,105
1,5,10,0,109,10,105
1,6,11,0,108,11,105
2,1,11,0,107,11,105
2,2,11,0,106,11,105
2,3,15,0,105,15,105
2,4,16,0,104,16,105
2,5,16,0,103,16,105
2,6,16,0,102,16,105
3,1,17,0,101,17,105
3,2,17,0,100,17,105
3,3,17,0,99,17,105
3,4,18,0,98,18,105
3,5,19,0,97,19,105
3,6,19,0,96,19,105
3,7,20,0,95,20,105
4,1,20,0,94,20,105
4,2,22,0,93,22,105
4,3,23,0,92,23,105
4,4,23,0,91,23,105
